Sequence No	Turboveg No	Group No	Relevé number	TV2 relevé number	Country	DEG_LON	DEG_LAT	cryptogams	
452	1174	1	1174	003100010	Austria	9.87077	47.11225	0	
453	2439	1	2439	003420763	Austria	9.86426	47.11891	8	
454	2453	1	2453	003420977	Austria	9.875	47.025	0	
455	2448	1	2448	003420972	Austria	9.875	47.025	0	
456	2451	1	2451	003420975	Austria	9.875	47.025	0	
457	1744	1	1744	003204006	Austria	9.91225	46.98854	4	
458	2445	1	2445	003420866	Austria	9.91328	47.04702	7	
459	1283	1	1283	003100523	Austria	9.91225	46.98854	4	
460	2454	1	2454	003420978	Austria	9.875	47.025	0	
461	2449	1	2449	003420973	Austria	9.875	47.025	0	
462	2447	1	2447	003420970	Austria	9.875	47.025	0	
463	2456	1	2456	003420980	Austria	9.875	47.025	0	
464	2457	1	2457	003420981	Austria	9.875	47.025	0	
465	2459	1	2459	003420983	Austria	9.875	47.025	0	
466	1282	1	1282	003100522	Austria	9.81527	47.40869	9	
467	1038	1	1038	003050076	Austria	9.70833	47.175	2	
468	719	1	719	003021374	Austria	9.70833	47.325	0	
469	424	1	424	003016398	Austria	9.70833	47.175	2	
470	721	1	721	003021397	Austria	9.70833	47.325	0	
471	718	1	718	003021373	Austria	9.70833	47.325	0	
472	405	1	405	003016360	Austria	9.70833	47.175	2	
473	1036	1	1036	003050074	Austria	9.70833	47.175	3	
474	1039	1	1039	003050077	Austria	9.70833	47.175	0	
475	410	1	410	003016378	Austria	9.70833	47.175	2	
476	409	1	409	003016377	Austria	9.70833	47.175	2	
477	1037	1	1037	003050075	Austria	9.70833	47.175	0	
478	422	1	422	003016396	Austria	9.70833	47.175	0	
479	716	1	716	003021349	Austria	9.79167	47.525	0	
480	2082	1	2082	003405023	Austria	9.78192	47.3538	8	
481	2441	1	2441	003420774	Austria	9.79167	47.075	3	
482	713	1	713	003021076	Austria	9.79167	47.575	7	
483	395	1	395	003016291	Austria	9.79167	47.325	0	
484	1623	1	1623	003203465	Austria	9.75241	47.23159	7	
485	1737	1	1737	003203979	Austria	9.72885	47.08407	15	
486	421	1	421	003016395	Austria	9.70833	47.175	2	
487	1279	1	1279	003100519	Austria	9.72885	47.08407	15	
488	1280	1	1280	003100520	Austria	9.75241	47.23159	7	
489	1281	1	1281	003100521	Austria	9.75197	47.2307	9	
490	1296	1	1296	003100539	Austria	10.30929	47.00055	3	
491	1293	1	1293	003100536	Austria	10.26776	47.12251	2	
492	1625	1	1625	003203477	Austria	10.30929	47.00055	3	
493	1302	1	1302	003100549	Austria	10.37977	47.07542	3	
494	1636	1	1636	003203513	Austria	10.37977	47.07542	3	
495	1619	1	1619	003203449	Austria	10.26776	47.12251	2	
496	1295	1	1295	003100538	Austria	10.2635	47.14791	3	
497	1292	1	1292	003100535	Austria	10.17793	47.36842	11	
498	1621	1	1621	003203457	Austria	10.2635	47.14791	3	
499	1620	1	1620	003203454	Austria	10.26645	47.14777	4	
500	1294	1	1294	003100537	Austria	10.26645	47.14777	4	
501	1300	1	1300	003100547	Austria	10.38054	47.05229	4	
502	1157	1	1157	003065204	Austria	10.38239	47.05207	4	
503	1301	1	1301	003100548	Austria	10.38239	47.05207	4	
504	1635	1	1635	003203510	Austria	10.38239	47.05207	4	
505	1298	1	1298	003100545	Austria	10.38287	47.05064	3	
506	1631	1	1631	003203499	Austria	10.38287	47.05064	3	
507	1638	1	1638	003203524	Austria	10.38091	47.07688	3	
508	1634	1	1634	003203509	Austria	10.38054	47.05229	4	
509	1156	1	1156	003065203	Austria	10.38054	47.05229	4	
510	1299	1	1299	003100546	Austria	10.38069	47.05074	3	
511	1303	1	1303	003100551	Austria	10.38091	47.07688	3	
512	1633	1	1633	003203505	Austria	10.38069	47.05074	3	
513	1613	1	1613	003203438	Austria	10.17793	47.36842	11	
514	369	1	369	003016218	Austria	9.95833	47.225	4	
515	366	1	366	003016214	Austria	9.95833	47.225	9	
516	360	1	360	003016204	Austria	9.95833	47.225	12	
517	1287	1	1287	003100527	Austria	9.97796	47.11457	9	
518	1552	1	1552	003203272	Austria	9.97796	47.11457	9	
519	362	1	362	003016206	Austria	9.95833	47.225	8	
520	1284	1	1284	003100524	Austria	9.91416	46.98975	6	
521	1748	1	1748	003204016	Austria	9.91416	46.98975	6	
522	370	1	370	003016219	Austria	9.95833	47.225	8	
523	699	1	699	003020280	Austria	9.95833	47.125	0	
524	700	1	700	003020281	Austria	9.95833	47.125	0	
525	1286	1	1286	003100526	Austria	9.97893	47.11535	8	
526	1290	1	1290	003100532	Austria	10.10791	47.31789	3	
527	1289	1	1289	003100529	Austria	10.04821	47.11765	10	
528	1596	1	1596	003203400	Austria	10.10791	47.31789	3	
529	1291	1	1291	003100534	Austria	10.14677	47.34122	10	
530	1598	1	1598	003203405	Austria	10.14677	47.34122	10	
531	1577	1	1577	003203346	Austria	10.04821	47.11765	10	
532	1285	1	1285	003100525	Austria	9.98496	47.03962	4	
533	1547	1	1547	003203260	Austria	9.98496	47.03962	4	
534	2444	1	2444	003420816	Austria	10.04167	47.075	10	
535	399	1	399	003016304	Austria	10.04167	47.275	7	
536	398	1	398	003016301	Austria	10.04167	47.325	3	
537	2399	1	2399	003418135	Austria	12.41162	47.24475	1	
538	2389	1	2389	003418123	Austria	12.41001	47.26854	0	
539	2415	1	2415	003418151	Austria	12.41173	47.26246	3	
540	1397	1	1397	003100701	Austria	12.4121	46.76484	7	
541	2395	1	2395	003418131	Austria	12.41193	47.24607	1	
542	2385	1	2385	003418119	Austria	12.40636	47.26357	1	
543	2383	1	2383	003418117	Austria	12.40106	47.26068	1	
544	2414	1	2414	003418150	Austria	12.39936	47.25998	2	
545	1244	1	1244	003100315	Austria	12.40131	47.45977	5	
546	2401	1	2401	003418137	Austria	12.40626	47.24196	2	
547	2391	1	2391	003418125	Austria	12.40565	47.26048	2	
548	1768	1	1768	003204088	Austria	12.4121	46.76484	7	
549	2405	1	2405	003418141	Austria	12.41562	47.20455	2	
550	2412	1	2412	003418148	Austria	12.41488	47.24268	1	
551	2410	1	2410	003418146	Austria	12.41604	47.22921	0	
552	2403	1	2403	003418139	Austria	12.42088	47.21747	1	
553	2388	1	2388	003418122	Austria	12.4175	47.25939	3	
554	2396	1	2396	003418132	Austria	12.41459	47.25875	0	
555	2393	1	2393	003418129	Austria	12.41342	47.24361	2	
556	2392	1	2392	003418128	Austria	12.41342	47.24361	0	
557	2394	1	2394	003418130	Austria	12.41398	47.25882	1	
558	2409	1	2409	003418145	Austria	12.41444	47.24281	2	
559	2402	1	2402	003418138	Austria	12.41399	47.20495	0	
560	2397	1	2397	003418133	Austria	12.39886	47.23768	1	
561	1766	1	1766	003204073	Austria	12.3372	46.8115	4	
562	1396	1	1396	003100695	Austria	12.33138	47.35983	9	
563	1395	1	1395	003100693	Austria	12.3372	46.8115	4	
564	2387	1	2387	003418121	Austria	12.36789	47.26603	2	
565	2386	1	2386	003418120	Austria	12.36735	47.26682	2	
566	1767	1	1767	003204077	Austria	12.33138	47.35983	9	
567	1393	1	1393	003100689	Austria	12.26146	47.1856	3	
568	1394	1	1394	003100690	Austria	12.25912	47.28315	10	
569	1764	1	1764	003204067	Austria	12.26146	47.1856	3	
570	383	1	383	003016251	Austria	12.29167	47.575	7	
571	390	1	390	003016264	Austria	12.29167	47.575	3	
572	2390	1	2390	003418124	Austria	12.37352	47.26536	1	
573	2417	1	2417	003418153	Austria	12.39689	47.25374	3	
574	2421	1	2421	003418160	Austria	12.39416	47.23096	4	
575	2411	1	2411	003418147	Austria	12.39769	47.23789	2	
576	2406	1	2406	003418142	Austria	12.39813	47.2368	1	
577	2422	1	2422	003418214	Austria	12.39783	47.23629	0	
578	2413	1	2413	003418149	Austria	12.39366	47.23713	0	
579	2418	1	2418	003418155	Austria	12.37826	47.24885	1	
580	381	1	381	003016249	Austria	12.375	47.575	2	
581	2420	1	2420	003418158	Austria	12.38052	47.25192	3	
582	2416	1	2416	003418152	Austria	12.3905	47.25537	2	
583	2419	1	2419	003418157	Austria	12.38071	47.25288	4	
584	1401	1	1401	003100707	Austria	12.55779	46.69114	3	
585	1554	1	1554	003203274	Austria	12.55582	46.74197	2	
586	1550	1	1550	003203270	Austria	12.55779	46.69114	3	
587	1402	1	1402	003100708	Austria	12.55791	46.69297	3	
588	1551	1	1551	003203271	Austria	12.55791	46.69297	3	
589	1404	1	1404	003100711	Austria	12.55582	46.74197	2	
590	1556	1	1556	003203279	Austria	12.55467	46.93942	8	
591	1558	1	1558	003203281	Austria	12.55441	46.94091	5	
592	1407	1	1407	003100714	Austria	12.55467	46.93942	8	
593	1559	1	1559	003203282	Austria	12.55502	46.98908	3	
594	1410	1	1410	003100717	Austria	12.55502	46.98908	3	
595	1553	1	1553	003203273	Austria	12.55834	46.74033	3	
596	1560	1	1560	003203290	Austria	12.59033	46.91609	1	
597	1412	1	1412	003100719	Austria	12.58841	47.23695	2	
598	1411	1	1411	003100718	Austria	12.59033	46.91609	1	
599	1565	1	1565	003203302	Austria	12.62621	46.91588	4	
600	2275	1	2275	003413226	Austria	12.61129	47.3837	0	
601	1561	1	1561	003203291	Austria	12.58841	47.23695	2	
602	2286	1	2286	003413303	Austria	12.57612	47.33973	0	
603	1403	1	1403	003100710	Austria	12.55834	46.74033	3	
604	2285	1	2285	003413264	Austria	12.58559	47.35557	0	
605	2283	1	2283	003413262	Austria	12.58659	47.35531	0	
606	2284	1	2284	003413263	Austria	12.58633	47.3549	0	
607	1409	1	1409	003100716	Austria	12.55441	46.94091	5	
608	1398	1	1398	003100703	Austria	12.4464	46.74131	4	
609	1769	1	1769	003204092	Austria	12.4464	46.74131	4	
610	2374	1	2374	003417587	Austria	12.50838	47.41025	6	
611	1549	1	1549	003203268	Austria	12.51827	47.0149	1	
612	2375	1	2375	003417629	Austria	12.51451	47.4185	0	
613	2407	1	2407	003418143	Austria	12.44412	47.25881	2	
614	2404	1	2404	003418140	Austria	12.42259	47.22655	1	
615	2400	1	2400	003418136	Austria	12.42175	47.23105	2	
616	2384	1	2384	003418118	Austria	12.42548	47.25997	1	
617	2408	1	2408	003418144	Austria	12.43928	47.25584	2	
618	2398	1	2398	003418134	Austria	12.4255	47.2179	1	
619	1400	1	1400	003100706	Austria	12.51827	47.0149	1	
620	1408	1	1408	003100715	Austria	12.55264	46.94071	5	
621	2282	1	2282	003413247	Austria	12.54578	47.36227	0	
622	1557	1	1557	003203280	Austria	12.55264	46.94071	5	
623	1555	1	1555	003203276	Austria	12.55386	46.91313	4	
624	1406	1	1406	003100713	Austria	12.55386	46.91313	4	
625	2281	1	2281	003413245	Austria	12.54559	47.36191	0	
626	2276	1	2276	003413230	Austria	12.51878	47.37931	0	
627	2277	1	2277	003413231	Austria	12.51871	47.37953	0	
628	1548	1	1548	003203264	Austria	12.52208	46.71765	6	
629	2280	1	2280	003413244	Austria	12.54499	47.36231	0	
630	1399	1	1399	003100705	Austria	12.52208	46.71765	6	
631	2503	1	2503	003421688	Austria	11.46802	47.20281	2	
632	2495	1	2495	003421673	Austria	11.46259	47.22052	2	
633	1364	1	1364	003100643	Austria	11.50309	47.02549	7	
634	1365	1	1365	003100644	Austria	11.50565	47.02769	3	
635	1739	1	1739	003203995	Austria	11.50309	47.02549	7	
636	2494	1	2494	003421672	Austria	11.46244	47.221	0	
637	2499	1	2499	003421681	Austria	11.46118	47.20131	0	
638	2488	1	2488	003421659	Austria	11.46118	47.20131	0	
639	2477	1	2477	003421641	Austria	11.46164	47.21863	3	
640	2471	1	2471	003421631	Austria	11.46238	47.21813	3	
641	2491	1	2491	003421668	Austria	11.46221	47.21978	3	
642	1740	1	1740	003203996	Austria	11.50565	47.02769	3	
643	1777	1	1777	003205222	Austria	11.625	47.575	7	
644	1774	1	1774	003205219	Austria	11.625	47.575	13	
645	620	1	620	003018026	Austria	11.625	47.575	3	
646	1776	1	1776	003205221	Austria	11.70833	47.525	5	
647	2189	1	2189	003408020	Austria	11.70229	47.55267	7	
648	1778	1	1778	003205223	Austria	11.625	47.575	0	
649	1369	1	1369	003100651	Austria	11.60168	47.35005	7	
650	1741	1	1741	003203999	Austria	11.60168	47.35005	7	
651	1775	1	1775	003205220	Austria	11.625	47.575	5	
652	1773	1	1773	003205217	Austria	11.625	47.575	4	
653	617	1	617	003018023	Austria	11.625	47.575	0	
654	2468	1	2468	003421628	Austria	11.46091	47.22152	4	
655	2470	1	2470	003421630	Austria	11.44393	47.20771	2	
656	2464	1	2464	003421623	Austria	11.44312	47.20692	3	
657	2461	1	2461	003421620	Austria	11.44415	47.20752	1	
658	2484	1	2484	003421653	Austria	11.44696	47.20362	2	
659	2466	1	2466	003421625	Austria	11.44415	47.20752	1	
660	1363	1	1363	003100642	Austria	11.42821	47.07385	6	
661	2178	1	2178	003407624	Austria	11.39548	47.14765	5	
662	2179	1	2179	003407626	Austria	11.39548	47.14765	3	
663	1735	1	1735	003203974	Austria	11.39557	47.07421	4	
664	1738	1	1738	003203980	Austria	11.42821	47.07385	6	
665	1361	1	1361	003100640	Austria	11.39557	47.07421	4	
666	2473	1	2473	003421633	Austria	11.4501	47.2086	1	
667	2463	1	2463	003421622	Austria	11.45935	47.2002	2	
668	2474	1	2474	003421634	Austria	11.45875	47.21676	4	
669	2486	1	2486	003421656	Austria	11.45935	47.2002	0	
670	2469	1	2469	003421629	Austria	11.46091	47.22152	4	
671	2493	1	2493	003421671	Austria	11.46036	47.22158	3	
672	2465	1	2465	003421624	Austria	11.45761	47.21945	1	
673	2483	1	2483	003421652	Austria	11.45299	47.20452	0	
674	2472	1	2472	003421632	Austria	11.45235	47.20905	2	
675	2485	1	2485	003421655	Austria	11.45431	47.2051	2	
676	2480	1	2480	003421649	Austria	11.45452	47.19853	2	
677	2475	1	2475	003421636	Austria	11.45456	47.20953	4	
678	1755	1	1755	003204039	Austria	12.04055	47.25478	8	
679	1758	1	1758	003204044	Austria	12.03522	47.45399	8	
680	1383	1	1383	003100672	Austria	12.04055	47.25478	8	
681	1756	1	1756	003204042	Austria	12.04111	47.35517	10	
682	1384	1	1384	003100675	Austria	12.04111	47.35517	10	
683	1386	1	1386	003100678	Austria	12.03522	47.45399	8	
684	1382	1	1382	003100669	Austria	12.00444	47.20713	14	
685	1381	1	1381	003100668	Austria	11.96568	47.35509	6	
686	1754	1	1754	003204035	Austria	12.00444	47.20713	14	
687	1385	1	1385	003100676	Austria	12.03383	47.45214	7	
688	1757	1	1757	003204043	Austria	12.03383	47.45214	7	
689	1759	1	1759	003204048	Austria	12.07229	47.40413	10	
690	1761	1	1761	003204055	Austria	12.15254	47.20671	4	
691	1389	1	1389	003100682	Austria	12.15254	47.20671	4	
692	1392	1	1392	003100688	Austria	12.22072	47.4068	8	
693	1765	1	1765	003204069	Austria	12.25912	47.28315	10	
694	1763	1	1763	003204065	Austria	12.22072	47.4068	8	
695	1390	1	1390	003100683	Austria	12.145	47.50449	6	
696	1388	1	1388	003100681	Austria	12.07386	47.40502	7	
697	1387	1	1387	003100680	Austria	12.07229	47.40413	10	
698	1760	1	1760	003204050	Austria	12.07386	47.40502	7	
699	1762	1	1762	003204060	Austria	12.145	47.50449	6	
700	384	1	384	003016256	Austria	12.125	47.625	0	
701	1753	1	1753	003204032	Austria	11.96568	47.35509	6	
702	1743	1	1743	003204005	Austria	11.82277	47.35231	14	
703	1371	1	1371	003100653	Austria	11.77781	47.49847	15	
704	1373	1	1373	003100655	Austria	11.82274	47.35423	10	
705	1372	1	1372	003100654	Austria	11.82277	47.35231	14	
706	1745	1	1745	003204007	Austria	11.82274	47.35423	10	
707	2188	1	2188	003407998	Austria	11.72943	47.56435	4	
708	1772	1	1772	003205216	Austria	11.70833	47.525	4	
709	1771	1	1771	003205214	Austria	11.70833	47.525	4	
710	1370	1	1370	003100652	Austria	11.71595	47.12779	8	
711	2187	1	2187	003407993	Austria	11.71775	47.55689	10	
712	1742	1	1742	003204001	Austria	11.71595	47.12779	8	
713	1374	1	1374	003100657	Austria	11.85845	47.30522	7	
714	1751	1	1751	003204021	Austria	11.93294	47.30331	4	
715	1378	1	1378	003100662	Austria	11.93167	47.20507	7	
716	1379	1	1379	003100666	Austria	11.93294	47.30331	4	
717	1749	1	1749	003204018	Austria	11.93351	47.20342	6	
718	1377	1	1377	003100661	Austria	11.93351	47.20342	6	
719	1750	1	1750	003204020	Austria	11.93167	47.20507	7	
720	2185	1	2185	003407836	Austria	11.88478	47.48504	8	
721	1746	1	1746	003204013	Austria	11.85845	47.30522	7	
722	1376	1	1376	003100660	Austria	11.88779	47.47647	9	
723	1375	1	1375	003100659	Austria	11.88786	47.47564	10	
724	1747	1	1747	003204015	Austria	11.88786	47.47564	10	
725	1489	1	1489	003100834	Austria	13.88867	46.84145	5	
726	1235	1	1235	003100221	Austria	15.36825	47.8373	3	
727	1717	1	1717	003203865	Austria	15.36825	47.8373	3	
728	1911	1	1911	003205452	Austria	15.375	47.425	1	
729	562	1	562	003016927	Austria	15.375	47.775	7	
730	66	1	66	003015149	Austria	15.29167	47.625	4	
731	94	1	94	003015208	Austria	15.29167	47.425	0	
732	2037	1	2037	003205642	Austria	15.29167	47.375	10	
733	471	1	471	003016508	Austria	15.29167	47.625	2	
734	2244	1	2244	003410395	Austria	15.29167	47.675	5	
735	1863	1	1863	003205376	Austria	15.45833	47.175	1	
736	70	1	70	003015157	Austria	15.375	47.625	2	
737	71	1	71	003015158	Austria	15.375	47.625	2	
738	1912	1	1912	003205454	Austria	15.375	47.425	0	
739	1910	1	1910	003205451	Austria	15.375	47.425	0	
740	95	1	95	003015210	Austria	15.29167	47.425	4	
741	2252	1	2252	003410420	Austria	15.20833	47.675	5	
742	64	1	64	003015147	Austria	15.20833	47.575	5	
743	542	1	542	003016874	Austria	15.20833	47.325	3	
744	2250	1	2250	003410410	Austria	15.20833	47.675	5	
745	2249	1	2249	003410408	Austria	15.20833	47.675	6	
746	2248	1	2248	003410405	Austria	15.20833	47.675	5	
747	465	1	465	003016480	Austria	15.20833	47.325	1	
748	2251	1	2251	003410418	Austria	15.20833	47.675	3	
749	2272	1	2272	003411472	Austria	15.21742	47.68538	6	
750	2036	1	2036	003205641	Austria	15.29167	47.375	13	
751	2241	1	2241	003410369	Austria	15.29167	47.675	5	
752	2038	1	2038	003205643	Austria	15.29167	47.375	7	
753	477	1	477	003016533	Austria	15.29167	47.975	1	
754	2246	1	2246	003410399	Austria	15.25656	47.69028	2	
755	2242	1	2242	003410390	Austria	15.21922	47.67368	7	
756	2035	1	2035	003205640	Austria	15.29167	47.375	15	
757	2039	1	2039	003205644	Austria	15.29167	47.325	4	
758	67	1	67	003015151	Austria	15.29167	47.625	4	
759	1858	1	1858	003205367	Austria	15.45833	47.375	2	
760	1832	1	1832	003205319	Austria	15.45833	47.425	1	
761	1841	1	1841	003205334	Austria	15.45833	47.375	0	
762	211	1	211	003015676	Austria	15.46892	46.6265	4	
763	1857	1	1857	003205365	Austria	15.45833	47.375	3	
764	1874	1	1874	003205392	Austria	15.45833	47.175	3	
765	1820	1	1820	003205294	Austria	15.45833	47.375	1	
766	561	1	561	003016926	Austria	15.45833	47.775	7	
767	1878	1	1878	003205399	Austria	15.45833	47.375	5	
768	1868	1	1868	003205383	Austria	15.45833	47.375	1	
769	1252	1	1252	003100384	Austria	15.46892	46.6265	4	
770	2254	1	2254	003411033	Austria	15.52832	47.71781	1	
771	2195	1	2195	003408167	Austria	15.52604	47.71195	5	
772	2255	1	2255	003411038	Austria	15.53214	47.72028	3	
773	2192	1	2192	003408160	Austria	15.53511	47.71016	11	
774	2193	1	2193	003408162	Austria	15.53511	47.71016	7	
775	2194	1	2194	003408165	Austria	15.52604	47.71195	8	
776	2256	1	2256	003411043	Austria	15.50693	47.72003	1	
777	2198	1	2198	003408203	Austria	15.51377	47.72132	4	
778	2196	1	2196	003408168	Austria	15.52604	47.71195	5	
779	2197	1	2197	003408183	Austria	15.52216	47.71936	6	
780	560	1	560	003016925	Austria	15.45833	47.775	5	
781	1831	1	1831	003205317	Austria	15.45833	47.425	1	
782	1827	1	1827	003205309	Austria	15.45833	47.425	2	
783	92	1	92	003015199	Austria	15.45833	47.175	7	
784	1870	1	1870	003205385	Austria	15.45833	47.375	0	
785	1869	1	1869	003205384	Austria	15.45833	47.375	0	
786	1877	1	1877	003205397	Austria	15.45833	47.375	0	
787	1880	1	1880	003205404	Austria	15.45833	47.375	1	
788	1871	1	1871	003205387	Austria	15.45833	47.375	0	
789	1865	1	1865	003205378	Austria	15.45833	47.175	0	
790	1860	1	1860	003205370	Austria	15.45833	47.375	1	
791	1862	1	1862	003205375	Austria	15.45833	47.175	0	
792	91	1	91	003015196	Austria	15.45833	47.225	4	
793	1861	1	1861	003205373	Austria	15.45833	47.375	0	
794	1866	1	1866	003205379	Austria	15.45833	47.175	0	
795	1814	1	1814	003205282	Austria	15.45833	47.425	4	
796	77	1	77	003015164	Austria	15.45833	47.675	3	
797	1872	1	1872	003205389	Austria	15.45833	47.375	2	
798	1986	1	1986	003205578	Austria	15.04167	47.525	0	
799	1981	1	1981	003205573	Austria	15.04167	47.525	0	
800	1985	1	1985	003205577	Austria	15.04167	47.525	2	
801	1993	1	1993	003205585	Austria	15.04167	47.525	5	
802	2001	1	2001	003205593	Austria	15.04167	47.525	0	
803	1990	1	1990	003205582	Austria	15.04167	47.525	2	
804	1995	1	1995	003205587	Austria	15.04167	47.525	2	
805	1997	1	1997	003205589	Austria	15.04167	47.525	2	
806	1988	1	1988	003205580	Austria	15.04167	47.525	1	
807	1991	1	1991	003205583	Austria	15.04167	47.525	3	
